,precision,recall,f1-score,support
Benign,0.9998218277236062,0.9260716929047228,0.9615346670889823,199964.0
Attack,0.00020289463005545788,0.08333333333333333,0.0004048036702199433,36.0
accuracy,0.92592,0.92592,0.92592,0.92592
macro avg,0.5000123611768308,0.504702513119028,0.4809697353796011,200000.0
weighted avg,0.9996418963156494,0.92592,0.9613616637135668,200000.0
