,precision,recall,f1-score,support
Benign,0.9902550300653333,0.9994849837416436,0.9948485990702349,198052.0
Attack,0.0,0.0,0.0,1948.0
accuracy,0.98975,0.98975,0.98975,0.98975
macro avg,0.49512751503266667,0.4997424918708218,0.49742429953511746,200000.0
weighted avg,0.980609946072497,0.98975,0.9851587737152909,200000.0
