,precision,recall,f1-score,support
Benign,0.8144926019440338,0.9649715587656349,0.8833695143234155,129038.0
Attack,0.9040787742455754,0.6003494828217919,0.7215541478947191,70962.0
accuracy,0.8356,0.8356,0.8356,0.8356
macro avg,0.8592856880948045,0.7826605207937134,0.8024618311090672,200000.0
weighted avg,0.8462786717383438,0.8356,0.8259558041608497,200000.0
