,precision,recall,f1-score,support
Benign,0.9963119688592236,0.8551026345887593,0.920322209684647,199348.0
Attack,0.0007264927696671971,0.032208588957055216,0.0014209351106299478,652.0
accuracy,0.85242,0.85242,0.85242,0.85242
macro avg,0.4985192308144454,0.4436556117729073,0.46087157239763843,200000.0
weighted avg,0.9930663602071717,0.85242,0.9173265915295357,200000.0
