,precision,recall,f1-score,support
Benign,0.5506105358172655,0.9993628834076635,0.7100247344682089,109870.0
Attack,0.8803418803418803,0.005713968711860646,0.011354241305186573,90130.0
accuracy,0.551575,0.551575,0.551575,0.551575
macro avg,0.7154762080795729,0.5025384260597621,0.36068948788669775,200000.0
weighted avg,0.6992039662272832,0.551575,0.39516887672429285,200000.0
