,precision,recall,f1-score,support
Benign,0.6063545573300746,0.9994165775326787,0.7547785401061665,71989.0
Attack,0.9994836806195833,0.6351251064361656,0.7766961539196393,128011.0
accuracy,0.76625,0.76625,0.76625,0.76625
macro avg,0.8029191189748289,0.8172708419844221,0.765737347012903,200000.0
weighted avg,0.857978818337141,0.76625,0.768807018415549,200000.0
