,precision,recall,f1-score,support
Benign,0.7050085484458645,0.9998330564189807,0.826928260998205,125791.0
Attack,0.9990280027771349,0.2908542090582005,0.4505395871167053,74209.0
accuracy,0.73677,0.73677,0.73677,0.73677
macro avg,0.8520182756114997,0.6453436327385906,0.6387339240574552,200000.0
weighted avg,0.8141029968782106,0.73677,0.6872711254978441,200000.0
