,precision,recall,f1-score,support
Benign,0.9994844186520545,0.9995083873907361,0.9994964028776978,166798.0
Attack,0.9975299716850413,0.9974097945906873,0.9974698795180723,33202.0
accuracy,0.99916,0.99916,0.99916,0.99916
macro avg,0.9985071951685479,0.9984590909907117,0.9984831411978851,200000.0
weighted avg,0.9991599609110606,0.99916,0.9991599797347666,200000.0
