,precision,recall,f1-score,support
Benign,0.9995324694007217,0.9991312215025674,0.9993318051747644,166901.0
Attack,0.9956280528251824,0.9976434333363545,0.9966347242133856,33099.0
accuracy,0.998885,0.998885,0.998885,0.998885
macro avg,0.9975802611129521,0.998387327419461,0.997983264694075,200000.0
weighted avg,0.9988863079795529,0.998885,0.998885451761061,200000.0
