,precision,recall,f1-score,support
Benign,0.9999357637976443,0.8562070913900265,0.9225066804585812,199989.0
Attack,0.0,0.0,0.0,11.0
accuracy,0.85616,0.85616,0.85616,0.85616
macro avg,0.49996788189882213,0.42810354569501324,0.4612533402292906,200000.0
weighted avg,0.9998807673306355,0.85616,0.9224559425911559,200000.0
