,precision,recall,f1-score,support
Benign,0.9987114375022021,0.9994207424570594,0.9990659640836755,198530.0
Attack,0.9134687735139202,0.8258503401360544,0.8674526616648803,1470.0
accuracy,0.998145,0.998145,0.998145,0.998145
macro avg,0.9560901055080612,0.9126355412965569,0.9332593128742779,200000.0
weighted avg,0.9980849039218883,0.998145,0.9980986063108974,200000.0
