,precision,recall,f1-score,support
Benign,0.9911903723849662,0.8581614250363988,0.9198913301777124,166901.0
Attack,0.5734517739058361,0.9615396235535817,0.7184360820786022,33099.0
accuracy,0.87527,0.87527,0.87527,0.87527
macro avg,0.7823210731454011,0.9098505242949902,0.8191637061281574,200000.0
weighted avg,0.9220567230296627,0.87527,0.88655149389355,200000.0
