,precision,recall,f1-score,support
Benign,0.999989990691343,0.9991649123157932,0.9995772812430432,199979.0
Attack,0.10215053763440861,0.9047619047619048,0.18357487922705315,21.0
accuracy,0.999155,0.999155,0.999155,0.999155
macro avg,0.5510702641628757,0.951963408538849,0.5915760802350482,200000.0
weighted avg,0.999895717548772,0.999155,0.9994916009908317,200000.0
