,precision,recall,f1-score,support
Benign,0.5710240723376997,0.8544222033921849,0.6845514340088812,71989.0
Attack,0.8864362883738066,0.6390310207716524,0.7426711576347972,128011.0
accuracy,0.71656,0.71656,0.71656,0.71656
macro avg,0.7287301803557531,0.7467266120819187,0.7136112958218392,200000.0
weighted avg,0.7729052382726901,0.71656,0.721751253714267,200000.0
