,precision,recall,f1-score,support
Benign,0.9948418798196588,0.9267829431818863,0.9596071765348156,166901.0
Attack,0.7254981243120605,0.9757696607148252,0.8322253143681715,33099.0
accuracy,0.93489,0.93489,0.93489,0.93489
macro avg,0.8601700020658596,0.9512763019483557,0.8959162454514935,200000.0
weighted avg,0.9502668350019289,0.93489,0.9385261152555469,200000.0
