,precision,recall,f1-score,support
Benign,0.9998133816985765,0.8573593246784421,0.9231228983649986,199964.0
Attack,0.00014021803905072387,0.1111111111111111,0.0002800826243741904,36.0
accuracy,0.857225,0.857225,0.857225,0.857225
macro avg,0.4999767998688136,0.48423521789477664,0.4617014904946864,200000.0
weighted avg,0.9996334405291178,0.857225,0.9229567866581654,200000.0
