,precision,recall,f1-score,support
Benign,0.99778370965372,0.859032880380354,0.9232242093277515,189718.0
Attack,0.2705651320096007,0.9647928418595604,0.4226132151834022,10282.0
accuracy,0.86447,0.86447,0.86447,0.86447
macro avg,0.6341744208316603,0.9119128611199572,0.6729187122555769,200000.0
weighted avg,0.9603974025770359,0.86447,0.8974877981187905,200000.0
