,precision,recall,f1-score,support
Benign,0.982781321159927,0.9255517555048506,0.953308401137913,196781.0
Attack,0.0019076168415315439,0.008698353525939733,0.0031290160362071858,3219.0
accuracy,0.910795,0.910795,0.910795,0.910795
macro avg,0.49234446900072926,0.46712505451539515,0.4782187085870601,200000.0
weighted avg,0.9669941588889225,0.910795,0.938015263934701,200000.0
