,precision,recall,f1-score,support
Benign,0.9796739135926598,0.999129175705548,0.9893059042021266,194069.0
Attack,0.9186326432354357,0.3216995447647951,0.47652347652347654,5931.0
accuracy,0.97904,0.97904,0.97904,0.97904
macro avg,0.9491532784140477,0.6604143602351715,0.7329146903628015,200000.0
weighted avg,0.9778637347202163,0.97904,0.9740993413093162,200000.0
