,precision,recall,f1-score,support
Benign,0.6680189496855011,0.9987916464611936,0.800584959282246,125791.0
Attack,0.9872515306550365,0.15861957444514815,0.27332466446849024,74209.0
accuracy,0.68705,0.68705,0.68705,0.68705
macro avg,0.8276352401702688,0.5787056104531708,0.5369548118753682,200000.0
weighted avg,0.7864686026913423,0.68705,0.604947663193076,200000.0
