,precision,recall,f1-score,support
Benign,0.9999177407496902,0.9992960930595803,0.9996068202551813,194628.0
Attack,0.975059166211542,0.9970215934475056,0.9859180855959503,5372.0
accuracy,0.999235,0.999235,0.999235,0.999235
macro avg,0.9874884534806161,0.998158843253543,0.9927624529255659,200000.0
weighted avg,0.9992500394375956,0.999235,0.9992391408422343,200000.0
