,precision,recall,f1-score,support
Benign,0.9703465076609857,0.9995465530301079,0.9847301118336557,194069.0
Attack,0.03296703296703297,0.0005058168942842691,0.0009963467286615742,5931.0
accuracy,0.96992,0.96992,0.96992,0.96992
macro avg,0.5016567703140093,0.5000261849621961,0.4928632292811586,200000.0
weighted avg,0.9425485193389365,0.96992,0.955557487029467,200000.0
