,precision,recall,f1-score,support
Benign,0.9840990560552514,0.9993325529336866,0.9916573050165708,194772.0
Attack,0.9412562132851333,0.39843152257077274,0.5598709850826502,5228.0
accuracy,0.983625,0.983625,0.983625,0.983625
macro avg,0.9626776346701924,0.6988820377522297,0.7757641450496104,200000.0
weighted avg,0.9829791441452406,0.983625,0.9803704106134981,200000.0
