,precision,recall,f1-score,support
Benign,0.9990178994127542,0.9991386692187578,0.9990782806660555,198530.0
Attack,0.8817427385892116,0.8673469387755102,0.8744855967078189,1470.0
accuracy,0.99817,0.99817,0.99817,0.99817
macro avg,0.940380319000983,0.933242803997134,0.9367819386869372,200000.0
weighted avg,0.998155926980701,0.99817,0.9981625244389626,200000.0
