,precision,recall,f1-score,support
Benign,0.999892162941795,0.9273223688487291,0.9622409481014104,199979.0
Attack,6.879944960440316e-05,0.047619047619047616,0.0001374003847210772,21.0
accuracy,0.92723,0.92723,0.92723,0.92723
macro avg,0.49998048119569966,0.4874707082338884,0.48118917424306573,200000.0
weighted avg,0.9997871814886282,0.92723,0.9621399272289002,200000.0
