,precision,recall,f1-score,support
Benign,0.3544658444557076,0.9221330989268579,0.5120867274816691,27303.0
Attack,0.9835158018794777,0.7345003097911371,0.8409614511268974,172697.0
accuracy,0.760115,0.760115,0.760115,0.760115
macro avg,0.6689908231675927,0.8283167043589975,0.6765240893042832,200000.0
weighted avg,0.8976410469417718,0.760115,0.7960651182284689,200000.0
