,precision,recall,f1-score,support
Benign,0.999824837975127,0.9990798343701867,0.9994521973390298,199964.0
Attack,0.005405405405405406,0.027777777777777776,0.00904977375565611,36.0
accuracy,0.998905,0.998905,0.998905,0.998905
macro avg,0.5026151216902662,0.5134288060739822,0.5042509855473429,200000.0
weighted avg,0.9996458424772644,0.998905,0.9992739249027848,200000.0
