,precision,recall,f1-score,support
Benign,0.9768674438687392,0.9292608793871809,0.9524696620462463,194772.0
Attack,0.0639945652173913,0.18018362662586074,0.09444555845197514,5228.0
accuracy,0.90968,0.90968,0.90968,0.90968
macro avg,0.5204310045430652,0.5547222530065208,0.5234576102491107,200000.0
weighted avg,0.9530049468207932,0.90968,0.9300409119782921,200000.0
