,precision,recall,f1-score,support
Benign,0.9999124292136143,0.8564649288175259,0.9226463830807312,199979.0
Attack,0.0002089864158829676,0.2857142857142857,0.0004176673279732693,21.0
accuracy,0.856405,0.856405,0.856405,0.856405
macro avg,0.5000607078147487,0.5710896072659057,0.4615320252043522,200000.0
weighted avg,0.9998074603521205,0.856405,0.9225495490655772,200000.0
