,precision,recall,f1-score,support
Benign,0.3220735785953177,0.8112295352159103,0.4610868818502597,27303.0
Attack,0.9607254438771622,0.7300416336126279,0.8296465927673422,172697.0
accuracy,0.741125,0.741125,0.741125,0.741125
macro avg,0.64139951123624,0.7706355844142692,0.645366737308801,200000.0
weighted avg,0.8735398844882113,0.741125,0.7793326638314966,200000.0
