,precision,recall,f1-score,support
Benign,0.6765019150492748,0.9997456097813039,0.8069569792772878,125791.0
Attack,0.9977311401020987,0.18962659515692168,0.31868467835992437,74209.0
accuracy,0.699155,0.699155,0.699155,0.699155
macro avg,0.8371165275756868,0.5946861024691128,0.5628208288186061,200000.0
weighted avg,0.7956924128589999,0.699155,0.6257859833834046,200000.0
