,precision,recall,f1-score,support
Benign,0.7608037804825862,0.9644445822160914,0.8506057447499273,129038.0
Attack,0.8740356368228867,0.4486203883768778,0.5929133491642222,70962.0
accuracy,0.781425,0.781425,0.781425,0.781425
macro avg,0.8174197086527364,0.7065324852964846,0.7217595469570748,200000.0
weighted avg,0.8009795754306883,0.781425,0.7591739058721633,200000.0
