,precision,recall,f1-score,support
Benign,0.9884979942489971,0.8608793779532022,0.9202854443749776,194069.0
Attack,0.12867101271541986,0.6722306525037937,0.21599804967900968,5931.0
accuracy,0.855285,0.855285,0.855285,0.855285
macro avg,0.5585845034822084,0.7665550152284979,0.5681417470269936,200000.0
weighted avg,0.9629998251116189,0.855285,0.8993998016852686,200000.0
