,precision,recall,f1-score,support
Benign,0.9979419749855014,0.9990648827506834,0.9985031131651583,194628.0
Attack,0.964680768484378,0.9253536857781087,0.9446080760095011,5372.0
accuracy,0.997085,0.997085,0.997085,0.997085
macro avg,0.9813113717349398,0.9622092842643961,0.9715555945873298,200000.0
weighted avg,0.9970485789788811,0.997085,0.9970554924671573,200000.0
