,precision,recall,f1-score,support
Benign,0.5369554022041405,0.9489942659506689,0.6858477224140767,109870.0
Attack,0.03711340206185567,0.0023965383335182514,0.004502344971339239,90130.0
accuracy,0.52241,0.52241,0.52241,0.52241
macro avg,0.2870344021329981,0.4756954021420936,0.34517503369270797,200000.0
weighted avg,0.31170160484001985,0.52241,0.37879942806950695,200000.0
