,precision,recall,f1-score,support
Benign,0.6916861041850988,0.9996745144841055,0.8176387255849625,129038.0
Attack,0.9968900407256571,0.18972125926552239,0.31877537973409736,70962.0
accuracy,0.712295,0.712295,0.712295,0.712295
macro avg,0.844288072455378,0.594697886874814,0.56820705265953,200000.0
weighted avg,0.7999755129090542,0.712295,0.640637021843617,200000.0
