,precision,recall,f1-score,support
Benign,0.5994509694905831,0.9585353317868007,0.7376123056530964,71989.0
Attack,0.9648360192253322,0.6398122036387498,0.7694070897467813,128011.0
accuracy,0.754535,0.754535,0.754535,0.754535
macro avg,0.7821434943579577,0.7991737677127753,0.7535096976999389,200000.0
weighted avg,0.8333174974985579,0.754535,0.7579627161861799,200000.0
