,precision,recall,f1-score,support
Benign,0.9948790291412228,0.9259643401000012,0.959185447860838,166798.0
Attack,0.7240816873715256,0.9760556592976327,0.8313963929295262,33202.0
accuracy,0.93428,0.93428,0.93428,0.93428
macro avg,0.8594803582563741,0.9510099996988169,0.8952909203951821,200000.0
weighted avg,0.9499239624340353,0.93428,0.9379711868516909,200000.0
