,precision,recall,f1-score,support
Benign,0.8036528777452608,0.969282381092447,0.8787309869660945,125791.0
Attack,0.9199734901830834,0.5985796870999475,0.7252659335635506,74209.0
accuracy,0.831735,0.831735,0.831735,0.831735
macro avg,0.8618131839641721,0.7839310340961972,0.8019984602648226,200000.0
weighted avg,0.8468130593872527,0.831735,0.8217885462263477,200000.0
