,precision,recall,f1-score,support
Benign,0.6743555165276297,0.9998217579317721,0.8054527179307891,129038.0
Attack,0.9973514509442654,0.12205123869113046,0.21748738166386258,70962.0
accuracy,0.68838,0.68838,0.68838,0.68838
macro avg,0.8358534837359475,0.5609364983114513,0.5114700497973258,200000.0
weighted avg,0.7889577040179961,0.68838,0.5968367369699209,200000.0
