,precision,recall,f1-score,support
Benign,0.9999799850888912,0.9993399306927228,0.9996598554385614,199979.0
Attack,0.11409395973154363,0.8095238095238095,0.2,21.0
accuracy,0.99932,0.99932,0.99932,0.99932
macro avg,0.5570369724102174,0.9044318701082661,0.5998299277192807,200000.0
weighted avg,0.9998869670562287,0.99932,0.9995758911537403,200000.0
