,precision,recall,f1-score,support
Benign,0.999718078374212,0.9992086236045996,0.9994632860685255,166798.0
Attack,0.9960344879382341,0.998584422625143,0.99730782535457,33202.0
accuracy,0.999105,0.999105,0.999105,0.999105
macro avg,0.9978762831562231,0.9988965231148713,0.9983855557115477,200000.0
weighted avg,0.9991065655259355,0.999105,0.9991054580354018,200000.0
